INSTITUTION,FULL_FARE,STUDENT,TEACHER,SIXTY_YEARS_OLD,TICKET,CHILD,PERSONNEL,FREE;INSTITUTION;FULL_FARE;STUDENT;TEACHER;SIXTY_YEARS_OLD;TICKET;CHILD;PERSONNEL;FREE
İzban,81103,49464,1008,1958,363,15,2566,22559;İzban;81103;49464;1008;1958;363;15;2566;22559
Izdeniz,14212,7628,167,268,616,4,197,2786;Izdeniz;14212;7628;167;268;616;4;197;2786
Izulas,48303,35237,302,1808,43,29,2643,26086;Izulas;48303;35237;302;1808;43;29;2643;26086
Metro,66010,55020,778,1800,478,14,2172,18787;Metro;66010;55020;778;1800;478;14;2172;18787
NOSTALJİK TRAMVAY,85,75,1,0,2,0,2,4;NOSTALJİK TRAMVAY;85;75;1;0;2;0;2;4
Seferihisar Mot. Taş. Kooperat,3411,2020,42,121,6,0,166,2040;Seferihisar Mot. Taş. Kooperat;3411;2020;42;121;6;0;166;2040
Teleferik,209,70,0,0,0,0,0,0;Teleferik;209;70;0;0;0;0;0;0
Tramvay Karşıyaka,8890,6820,121,265,28,2,200,3408;Tramvay Karşıyaka;8890;6820;121;265;28;2;200;3408
Tramvay Konak,16537,14313,239,454,73,1,603,5071;Tramvay Konak;16537;14313;239;454;73;1;603;5071
BİSİM,10,9,0,0,0,0,0,0;BİSİM;10;9;0;0;0;0;0;0
Eshot,326415,310776,6564,14582,273,142,25044,183803;Eshot;326415;310776;6564;14582;273;142;25044;183803
İzban,116335,73683,2542,3530,353,16,5570,39536;İzban;116335;73683;2542;3530;353;16;5570;39536
Izdeniz,20422,8162,322,825,452,3,1227,6441;Izdeniz;20422;8162;322;825;452;3;1227;6441
Izulas,76908,67864,1347,3435,33,38,5120,45931;Izulas;76908;67864;1347;3435;33;38;5120;45931
Metro,122825,105185,2332,5070,456,27,8364,46149;Metro;122825;105185;2332;5070;456;27;8364;46149
NOSTALJİK TRAMVAY,37,21,2,0,0,0,0,0;NOSTALJİK TRAMVAY;37;21;2;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4763,3005,150,189,3,0,325,3130;Seferihisar Mot. Taş. Kooperat;4763;3005;150;189;3;0;325;3130
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,10193,6784,231,595,37,0,308,6030;Tramvay Karşıyaka;10193;6784;231;595;37;0;308;6030
Tramvay Konak,30195,21998,794,1442,59,5,1719,13487;Tramvay Konak;30195;21998;794;1442;59;5;1719;13487
BİSİM,13,22,0,0,0,0,0,0;BİSİM;13;22;0;0;0;0;0;0
Eshot,332236,320057,7044,15204,246,192,26724,187148;Eshot;332236;320057;7044;15204;246;192;26724;187148
İzban,119558,78081,2773,3697,328,10,6336,41262;İzban;119558;78081;2773;3697;328;10;6336;41262
Izdeniz,22125,8911,376,950,418,2,1795,7040;Izdeniz;22125;8911;376;950;418;2;1795;7040
Izulas,77675,69169,1448,3415,36,58,5675,46453;Izulas;77675;69169;1448;3415;36;58;5675;46453
Metro,134970,116450,2741,5455,480,16,10016,49438;Metro;134970;116450;2741;5455;480;16;10016;49438
NOSTALJİK TRAMVAY,17,26,2,0,0,0,0,0;NOSTALJİK TRAMVAY;17;26;2;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4734,2874,152,185,3,0,379,3342;Seferihisar Mot. Taş. Kooperat;4734;2874;152;185;3;0;379;3342
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,10243,6996,202,563,23,0,361,5830;Tramvay Karşıyaka;10243;6996;202;563;23;0;361;5830
Tramvay Konak,30666,23285,818,1440,52,3,2634,14120;Tramvay Konak;30666;23285;818;1440;52;3;2634;14120
BİSİM,6,11,0,0,0,0,0,0;BİSİM;6;11;0;0;0;0;0;0
Eshot,331319,318073,6801,15151,243,171,25083,186162;Eshot;331319;318073;6801;15151;243;171;25083;186162
İzban,115717,75484,2662,3608,326,4,5685,39965;İzban;115717;75484;2662;3608;326;4;5685;39965
Izdeniz,21376,9285,331,956,437,0,1239,6936;Izdeniz;21376;9285;331;956;437;0;1239;6936
Izulas,77182,68949,1424,3503,45,44,5185,45650;Izulas;77182;68949;1424;3503;45;44;5185;45650
Metro,120296,107426,2456,4960,433,17,8132,44993;Metro;120296;107426;2456;4960;433;17;8132;44993
NOSTALJİK TRAMVAY,59,27,0,0,0,0,0,0;NOSTALJİK TRAMVAY;59;27;0;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4565,2890,163,188,1,0,327,3156;Seferihisar Mot. Taş. Kooperat;4565;2890;163;188;1;0;327;3156
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,13638,8390,253,819,27,2,333,8508;Tramvay Karşıyaka;13638;8390;253;819;27;2;333;8508
Tramvay Konak,33118,24412,780,1595,62,8,1874,14025;Tramvay Konak;33118;24412;780;1595;62;8;1874;14025
Eshot,337867,323170,6685,15940,215,152,25457,197508;Eshot;337867;323170;6685;15940;215;152;25457;197508
İzban,124603,78854,2747,4146,421,11,6109,46367;İzban;124603;78854;2747;4146;421;11;6109;46367
Izdeniz,22314,8792,379,967,532,2,1249,7114;Izdeniz;22314;8792;379;967;532;2;1249;7114
Izulas,78106,68849,1377,3647,42,49,5028,48618;Izulas;78106;68849;1377;3647;42;49;5028;48618
Metro,127472,108871,2539,5266,493,18,8341,48766;Metro;127472;108871;2539;5266;493;18;8341;48766
NOSTALJİK TRAMVAY,54,28,1,4,0,0,0,0;NOSTALJİK TRAMVAY;54;28;1;4;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4601,2782,135,194,7,0,335,3271;Seferihisar Mot. Taş. Kooperat;4601;2782;135;194;7;0;335;3271
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,10473,6723,219,581,33,0,342,5826;Tramvay Karşıyaka;10473;6723;219;581;33;0;342;5826
Tramvay Konak,32126,23845,806,1472,81,3,2050,14089;Tramvay Konak;32126;23845;806;1472;81;3;2050;14089
BİSİM,4,2,0,1,0,0,0,0;BİSİM;4;2;0;1;0;0;0;0
Eshot,325452,307079,6346,14805,261,183,24223,179258;Eshot;325452;307079;6346;14805;261;183;24223;179258
İzban,124209,76919,2764,4059,447,5,6066,41307;İzban;124209;76919;2764;4059;447;5;6066;41307
Izdeniz,10384,3875,194,460,187,5,613,3454;Izdeniz;10384;3875;194;460;187;5;613;3454
İZTAŞIT KİRAZ,1,0,0,0,0,0,0,0;İZTAŞIT KİRAZ;1;0;0;0;0;0;0;0
Izulas,75756,68413,1290,3444,44,41,4991,44351;Izulas;75756;68413;1290;3444;44;41;4991;44351
Metro,124489,105089,2408,5013,570,23,8191,44298;Metro;124489;105089;2408;5013;570;23;8191;44298
NOSTALJİK TRAMVAY,19,17,3,0,0,0,0,0;NOSTALJİK TRAMVAY;19;17;3;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4828,2877,149,172,6,0,332,3305;Seferihisar Mot. Taş. Kooperat;4828;2877;149;172;6;0;332;3305
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,9913,6864,202,590,20,3,291,5223;Tramvay Karşıyaka;9913;6864;202;590;20;3;291;5223
Tramvay Konak,31306,24603,688,1474,69,9,1898,13056;Tramvay Konak;31306;24603;688;1474;69;9;1898;13056
BİSİM,9,7,0,0,0,0,0,0;BİSİM;9;7;0;0;0;0;0;0
Eshot,255892,169626,2631,10441,334,129,16180,123297;Eshot;255892;169626;2631;10441;334;129;16180;123297
İzban,102556,56856,1475,2675,451,11,3541,29253;İzban;102556;56856;1475;2675;451;11;3541;29253
Izdeniz,17769,8967,325,500,653,2,293,3962;Izdeniz;17769;8967;325;500;653;2;293;3962
Izulas,72082,47925,601,2907,58,43,4137,35373;Izulas;72082;47925;601;2907;58;43;4137;35373
Metro,107971,74152,1606,3940,724,18,3772,31989;Metro;107971;74152;1606;3940;724;18;3772;31989
NOSTALJİK TRAMVAY,71,64,0,0,0,0,1,4;NOSTALJİK TRAMVAY;71;64;0;0;0;0;1;4
Seferihisar Mot. Taş. Kooperat,4367,2349,65,165,3,1,253,2279;Seferihisar Mot. Taş. Kooperat;4367;2349;65;165;3;1;253;2279
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,10817,7953,205,407,50,0,308,4018;Tramvay Karşıyaka;10817;7953;205;407;50;0;308;4018
Tramvay Konak,27972,21561,550,918,133,4,1070,9270;Tramvay Konak;27972;21561;550;918;133;4;1070;9270
BİSİM,7,7,0,0,0,0,0,0;BİSİM;7;7;0;0;0;0;0;0
Eshot,181318,114545,1610,7172,234,133,9925,98318;Eshot;181318;114545;1610;7172;234;133;9925;98318
İzban,73073,41126,1105,1914,393,13,2322,22638;İzban;73073;41126;1105;1914;393;13;2322;22638
Izdeniz,15992,6543,177,367,659,6,289,3045;Izdeniz;15992;6543;177;367;659;6;289;3045
İZTAŞIT KİRAZ,503,122,7,3,1,0,9,73;İZTAŞIT KİRAZ;503;122;7;3;1;0;9;73
Izulas,47561,31016,368,1705,32,34,2538,26160;Izulas;47561;31016;368;1705;32;34;2538;26160
Metro,66045,48754,1249,1877,456,14,2282,18780;Metro;66045;48754;1249;1877;456;14;2282;18780
NOSTALJİK TRAMVAY,32,34,1,0,0,0,1,3;NOSTALJİK TRAMVAY;32;34;1;0;0;0;1;3
Seferihisar Mot. Taş. Kooperat,3414,1662,58,109,5,0,202,2070;Seferihisar Mot. Taş. Kooperat;3414;1662;58;109;5;0;202;2070
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,8327,5560,149,260,26,0,205,3204;Tramvay Karşıyaka;8327;5560;149;260;26;0;205;3204
Tramvay Konak,17217,13029,267,472,126,4,618,5423;Tramvay Konak;17217;13029;267;472;126;4;618;5423
BİSİM,5,10,0,0,0,0,0,0;BİSİM;5;10;0;0;0;0;0;0
Eshot,328561,300840,6551,15825,307,170,24954,202629;Eshot;328561;300840;6551;15825;307;170;24954;202629
İzban,108691,76528,2588,3956,357,14,5792,42747;İzban;108691;76528;2588;3956;357;14;5792;42747
Izdeniz,20738,7301,279,867,561,3,1183,6422;Izdeniz;20738;7301;279;867;561;3;1183;6422
İZTAŞIT KİRAZ,1068,246,44,9,3,0,23,217;İZTAŞIT KİRAZ;1068;246;44;9;3;0;23;217
Izulas,77837,64486,1306,3746,38,61,5144,50562;Izulas;77837;64486;1306;3746;38;61;5144;50562
Metro,122743,97334,2385,5246,566,22,8244,47230;Metro;122743;97334;2385;5246;566;22;8244;47230
NOSTALJİK TRAMVAY,66,19,0,1,0,0,0,0;NOSTALJİK TRAMVAY;66;19;0;1;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4673,2587,160,178,1,0,346,3414;Seferihisar Mot. Taş. Kooperat;4673;2587;160;178;1;0;346;3414
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,9848,5906,169,504,17,0,316,5894;Tramvay Karşıyaka;9848;5906;169;504;17;0;316;5894
Tramvay Konak,29975,20534,728,1515,82,13,1797,14312;Tramvay Konak;29975;20534;728;1515;82;13;1797;14312
BİSİM,8,4,0,0,0,0,0,0;BİSİM;8;4;0;0;0;0;0;0
Eshot,326075,298951,6658,15886,269,184,25268,197630;Eshot;326075;298951;6658;15886;269;184;25268;197630
İzban,105310,69465,2616,3929,269,10,5695,42674;İzban;105310;69465;2616;3929;269;10;5695;42674
Izdeniz,21208,6963,312,944,640,1,1202,6710;Izdeniz;21208;6963;312;944;640;1;1202;6710
İZTAŞIT KİRAZ,1072,297,42,7,4,0,13,252;İZTAŞIT KİRAZ;1072;297;42;7;4;0;13;252
Izulas,77312,64272,1337,3814,27,56,5151,50849;Izulas;77312;64272;1337;3814;27;56;5151;50849
Metro,120978,92260,2441,5299,504,23,8141,48303;Metro;120978;92260;2441;5299;504;23;8141;48303
NOSTALJİK TRAMVAY,36,27,0,0,0,0,0,0;NOSTALJİK TRAMVAY;36;27;0;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4493,2494,152,236,1,0,318,3342;Seferihisar Mot. Taş. Kooperat;4493;2494;152;236;1;0;318;3342
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,9748,5756,218,654,21,3,343,6240;Tramvay Karşıyaka;9748;5756;218;654;21;3;343;6240
Tramvay Konak,30289,20211,741,1595,75,4,1798,14415;Tramvay Konak;30289;20211;741;1595;75;4;1798;14415
BİSİM,3,1,0,0,0,0,0,0;BİSİM;3;1;0;0;0;0;0;0
Eshot,331683,297225,6936,16807,248,251,25680,208776;Eshot;331683;297225;6936;16807;248;251;25680;208776
İzban,104820,66220,2569,3949,333,14,5642,42964;İzban;104820;66220;2569;3949;333;14;5642;42964
Izdeniz,22898,8083,332,1066,708,4,1316,7531;Izdeniz;22898;8083;332;1066;708;4;1316;7531
İZTAŞIT KİRAZ,1210,334,48,7,6,0,18,255;İZTAŞIT KİRAZ;1210;334;48;7;6;0;18;255
Izulas,77429,63808,1380,3813,37,64,5214,51666;Izulas;77429;63808;1380;3813;37;64;5214;51666
Metro,119968,98529,2370,5264,380,28,8178,47300;Metro;119968;98529;2370;5264;380;28;8178;47300
NOSTALJİK TRAMVAY,26,22,0,0,0,0,0,0;NOSTALJİK TRAMVAY;26;22;0;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4527,2615,158,220,3,0,340,3380;Seferihisar Mot. Taş. Kooperat;4527;2615;158;220;3;0;340;3380
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,14081,7456,262,994,40,0,376,9796;Tramvay Karşıyaka;14081;7456;262;994;40;0;376;9796
Tramvay Konak,30564,20487,771,1585,63,18,1961,14860;Tramvay Konak;30564;20487;771;1585;63;18;1961;14860
BİSİM,1,6,0,1,0,0,0,0;BİSİM;1;6;0;1;0;0;0;0
Eshot,329458,297455,6587,16417,223,199,25486,204143;Eshot;329458;297455;6587;16417;223;199;25486;204143
İzban,105423,66385,2607,4179,399,7,5653,45520;İzban;105423;66385;2607;4179;399;7;5653;45520
Izdeniz,22009,7566,398,1041,740,0,1232,7205;Izdeniz;22009;7566;398;1041;740;0;1232;7205
İZTAŞIT KİRAZ,1077,302,44,5,6,1,21,237;İZTAŞIT KİRAZ;1077;302;44;5;6;1;21;237
Izulas,76560,63968,1402,3831,33,54,5068,49904;Izulas;76560;63968;1402;3831;33;54;5068;49904
Metro,138733,107502,2640,6160,466,25,9322,55759;Metro;138733;107502;2640;6160;466;25;9322;55759
NOSTALJİK TRAMVAY,46,22,2,3,0,0,0,0;NOSTALJİK TRAMVAY;46;22;2;3;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4573,2516,143,197,6,0,349,3384;Seferihisar Mot. Taş. Kooperat;4573;2516;143;197;6;0;349;3384
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,10381,6168,243,621,58,0,340,6362;Tramvay Karşıyaka;10381;6168;243;621;58;0;340;6362
Tramvay Konak,30473,20809,837,1568,63,16,1876,14771;Tramvay Konak;30473;20809;837;1568;63;16;1876;14771
BİSİM,5,5,0,0,0,0,0,0;BİSİM;5;5;0;0;0;0;0;0
Eshot,338971,298984,6671,17227,263,236,24798,210252;Eshot;338971;298984;6671;17227;263;236;24798;210252
İzban,113391,72584,2849,4395,461,14,5919,45541;İzban;113391;72584;2849;4395;461;14;5919;45541
Izdeniz,25769,11194,406,1168,966,11,1305,8349;Izdeniz;25769;11194;406;1168;966;11;1305;8349
İZTAŞIT KİRAZ,1165,299,36,8,5,0,21,294;İZTAŞIT KİRAZ;1165;299;36;8;5;0;21;294
Izulas,79955,65283,1362,3995,26,74,5221,52493;Izulas;79955;65283;1362;3995;26;74;5221;52493
Metro,129823,102670,2642,5862,549,35,8292,50448;Metro;129823;102670;2642;5862;549;35;8292;50448
NOSTALJİK TRAMVAY,99,46,0,1,4,0,0,0;NOSTALJİK TRAMVAY;99;46;0;1;4;0;0;0
Seferihisar Mot. Taş. Kooperat,4881,2702,151,226,1,3,347,3872;Seferihisar Mot. Taş. Kooperat;4881;2702;151;226;1;3;347;3872
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,11734,8314,262,656,80,5,380,7061;Tramvay Karşıyaka;11734;8314;262;656;80;5;380;7061
Tramvay Konak,33133,24929,878,1593,76,22,1964,15333;Tramvay Konak;33133;24929;878;1593;76;22;1964;15333
BİSİM,5,12,0,0,0,0,0,0;BİSİM;5;12;0;0;0;0;0;0
Eshot,285807,168709,3160,12767,373,189,16756,152955;Eshot;285807;168709;3160;12767;373;189;16756;152955
İzban,108017,58280,1944,3560,582,13,4078,37795;İzban;108017;58280;1944;3560;582;13;4078;37795
Izdeniz,30626,14006,600,1006,1768,9,501,7706;Izdeniz;30626;14006;600;1006;1768;9;501;7706
İZTAŞIT KİRAZ,1014,177,7,6,0,0,12,248;İZTAŞIT KİRAZ;1014;177;7;6;0;0;12;248
Izulas,79988,46462,687,3414,48,46,4327,43111;Izulas;79988;46462;687;3414;48;46;4327;43111
Metro,124520,75717,2081,4665,825,18,4063,39585;Metro;124520;75717;2081;4665;825;18;4063;39585
NOSTALJİK TRAMVAY,165,87,4,2,2,0,1,9;NOSTALJİK TRAMVAY;165;87;4;2;2;0;1;9
Seferihisar Mot. Taş. Kooperat,4699,2324,70,201,3,1,233,2879;Seferihisar Mot. Taş. Kooperat;4699;2324;70;201;3;1;233;2879
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,14256,9054,358,591,90,3,271,6143;Tramvay Karşıyaka;14256;9054;358;591;90;3;271;6143
Tramvay Konak,32091,21766,772,1196,153,6,1171,11726;Tramvay Konak;32091;21766;772;1196;153;6;1171;11726
BİSİM,4,5,0,0,0,0,0,0;BİSİM;4;5;0;0;0;0;0;0
Eshot,219502,132512,2327,9157,319,124,10640,123370;Eshot;219502;132512;2327;9157;319;124;10640;123370
İzban,86580,49458,1387,2575,496,21,2594,29361;İzban;86580;49458;1387;2575;496;21;2594;29361
Izdeniz,26329,11945,311,534,1764,10,399,5327;Izdeniz;26329;11945;311;534;1764;10;399;5327
İZTAŞIT KİRAZ,666,99,10,3,0,0,14,127;İZTAŞIT KİRAZ;666;99;10;3;0;0;14;127
Izulas,58269,34482,425,2206,41,34,2696,32494;Izulas;58269;34482;425;2206;41;34;2696;32494
Metro,84835,60068,1282,2501,589,14,2694,25126;Metro;84835;60068;1282;2501;589;14;2694;25126
NOSTALJİK TRAMVAY,229,121,2,4,1,0,2,8;NOSTALJİK TRAMVAY;229;121;2;4;1;0;2;8
Seferihisar Mot. Taş. Kooperat,4137,1847,72,175,1,0,174,2632;Seferihisar Mot. Taş. Kooperat;4137;1847;72;175;1;0;174;2632
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,11404,7632,152,365,80,1,315,4581;Tramvay Karşıyaka;11404;7632;152;365;80;1;315;4581
Tramvay Konak,22845,16256,409,656,115,1,762,7657;Tramvay Konak;22845;16256;409;656;115;1;762;7657
Eshot,339380,296649,6709,17690,280,229,25905,218450;Eshot;339380;296649;6709;17690;280;229;25905;218450
İzban,114719,71678,2670,4481,420,17,6062,48247;İzban;114719;71678;2670;4481;420;17;6062;48247
Izdeniz,22765,8201,379,999,608,3,1274,8008;Izdeniz;22765;8201;379;999;608;3;1274;8008
İZTAŞIT KİRAZ,1257,283,50,10,1,0,21,337;İZTAŞIT KİRAZ;1257;283;50;10;1;0;21;337
Izulas,79579,63203,1328,4145,39,36,5059,53624;Izulas;79579;63203;1328;4145;39;36;5059;53624
Metro,126576,97989,2533,5854,497,15,8312,51603;Metro;126576;97989;2533;5854;497;15;8312;51603
NOSTALJİK TRAMVAY,66,17,4,1,3,0,0,0;NOSTALJİK TRAMVAY;66;17;4;1;3;0;0;0
Seferihisar Mot. Taş. Kooperat,4593,2611,164,227,6,0,329,3580;Seferihisar Mot. Taş. Kooperat;4593;2611;164;227;6;0;329;3580
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,9919,5786,208,662,33,0,326,6667;Tramvay Karşıyaka;9919;5786;208;662;33;0;326;6667
Tramvay Konak,31274,21493,792,1606,80,5,1896,15886;Tramvay Konak;31274;21493;792;1606;80;5;1896;15886
BİSİM,4,8,0,0,0,0,0,0;BİSİM;4;8;0;0;0;0;0;0
Eshot,331564,299010,6839,16816,248,192,25853,203892;Eshot;331564;299010;6839;16816;248;192;25853;203892
İzban,107094,68174,2679,4196,351,13,5854,45351;İzban;107094;68174;2679;4196;351;13;5854;45351
Izdeniz,21853,7281,365,993,559,0,1247,7158;Izdeniz;21853;7281;365;993;559;0;1247;7158
İZTAŞIT KİRAZ,1105,307,51,10,0,0,16,326;İZTAŞIT KİRAZ;1105;307;51;10;0;0;16;326
Izulas,78734,64045,1424,3911,32,58,5231,50945;Izulas;78734;64045;1424;3911;32;58;5231;50945
Metro,132062,106509,2679,5877,530,27,8907,52883;Metro;132062;106509;2679;5877;530;27;8907;52883
NOSTALJİK TRAMVAY,89,8,2,7,0,0,0,0;NOSTALJİK TRAMVAY;89;8;2;7;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4536,2592,158,213,5,0,336,3566;Seferihisar Mot. Taş. Kooperat;4536;2592;158;213;5;0;336;3566
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,9873,5819,206,579,32,0,309,6024;Tramvay Karşıyaka;9873;5819;206;579;32;0;309;6024
Tramvay Konak,31227,20608,798,1548,68,16,1928,15020;Tramvay Konak;31227;20608;798;1548;68;16;1928;15020
BİSİM,8,14,0,0,0,0,0,0;BİSİM;8;14;0;0;0;0;0;0
Eshot,347345,304569,6925,18317,258,176,25483,221753;Eshot;347345;304569;6925;18317;258;176;25483;221753
İzban,109417,70023,2718,4539,432,7,5888,47109;İzban;109417;70023;2718;4539;432;7;5888;47109
Izdeniz,26185,10076,392,1318,770,2,1290,9308;Izdeniz;26185;10076;392;1318;770;2;1290;9308
İZTAŞIT KİRAZ,1350,309,61,7,0,0,22,388;İZTAŞIT KİRAZ;1350;309;61;7;0;0;22;388
Izulas,80180,65424,1488,4125,23,43,5266,54307;Izulas;80180;65424;1488;4125;23;43;5266;54307
Metro,128026,103993,2636,5856,483,17,8318,51787;Metro;128026;103993;2636;5856;483;17;8318;51787
NOSTALJİK TRAMVAY,42,24,2,3,0,0,0,0;NOSTALJİK TRAMVAY;42;24;2;3;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4502,2706,155,246,1,0,320,3681;Seferihisar Mot. Taş. Kooperat;4502;2706;155;246;1;0;320;3681
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,15363,7463,339,1086,48,0,362,10619;Tramvay Karşıyaka;15363;7463;339;1086;48;0;362;10619
Tramvay Konak,33395,22401,874,1695,80,6,1908,16604;Tramvay Konak;33395;22401;874;1695;80;6;1908;16604
BİSİM,11,9,0,0,0,0,0,0;BİSİM;11;9;0;0;0;0;0;0
Eshot,341595,303802,7056,17374,281,170,25100,208525;Eshot;341595;303802;7056;17374;281;170;25100;208525
İzban,109108,71267,2847,4463,463,3,5651,47573;İzban;109108;71267;2847;4463;463;3;5651;47573
Izdeniz,22197,7777,347,988,647,3,1217,7370;Izdeniz;22197;7777;347;988;647;3;1217;7370
İZTAŞIT KİRAZ,1196,328,64,14,2,0,13,308;İZTAŞIT KİRAZ;1196;328;64;14;2;0;13;308
Izulas,79410,65297,1430,3847,37,46,5182,50380;Izulas;79410;65297;1430;3847;37;46;5182;50380
Metro,130776,103162,2715,5854,465,15,8489,52217;Metro;130776;103162;2715;5854;465;15;8489;52217
NOSTALJİK TRAMVAY,60,30,0,1,0,0,0,0;NOSTALJİK TRAMVAY;60;30;0;1;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4736,2655,135,195,5,1,338,3555;Seferihisar Mot. Taş. Kooperat;4736;2655;135;195;5;1;338;3555
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,10229,5916,237,583,25,0,342,6135;Tramvay Karşıyaka;10229;5916;237;583;25;0;342;6135
Tramvay Konak,31540,21163,775,1654,75,9,1884,14865;Tramvay Konak;31540;21163;775;1654;75;9;1884;14865
BİSİM,12,6,0,0,0,0,0,0;BİSİM;12;6;0;0;0;0;0;0
Eshot,342441,302345,6853,16999,349,266,25025,206080;Eshot;342441;302345;6853;16999;349;266;25025;206080
İzban,121579,80033,2969,4666,548,17,6519,48232;İzban;121579;80033;2969;4666;548;17;6519;48232
Izdeniz,9033,3597,137,292,224,1,622,2173;Izdeniz;9033;3597;137;292;224;1;622;2173
İZTAŞIT KİRAZ,1307,332,48,9,2,0,12,349;İZTAŞIT KİRAZ;1307;332;48;9;2;0;12;349
Izulas,79492,66041,1409,3751,44,93,5181,51898;Izulas;79492;66041;1409;3751;44;93;5181;51898
Metro,134873,106939,2717,5788,548,46,8866,51351;Metro;134873;106939;2717;5788;548;46;8866;51351
NOSTALJİK TRAMVAY,80,30,0,6,0,0,0,0;NOSTALJİK TRAMVAY;80;30;0;6;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4848,2772,146,236,5,2,290,3825;Seferihisar Mot. Taş. Kooperat;4848;2772;146;236;5;2;290;3825
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,10214,7151,182,609,25,1,309,5861;Tramvay Karşıyaka;10214;7151;182;609;25;1;309;5861
Tramvay Konak,32828,24137,806,1720,124,15,2015,15230;Tramvay Konak;32828;24137;806;1720;124;15;2015;15230
BİSİM,19,9,0,0,0,0,0,0;BİSİM;19;9;0;0;0;0;0;0
Eshot,246642,156742,3614,10263,302,131,18155,135082;Eshot;246642;156742;3614;10263;302;131;18155;135082
İzban,86864,49721,1793,2631,500,12,3802,31160;İzban;86864;49721;1793;2631;500;12;3802;31160
Izdeniz,18495,8081,383,566,897,2,370,4541;Izdeniz;18495;8081;383;566;897;2;370;4541
İZTAŞIT KİRAZ,884,158,14,6,3,0,17,217;İZTAŞIT KİRAZ;884;158;14;6;3;0;17;217
Izulas,66772,42623,798,2793,31,46,4446,37608;Izulas;66772;42623;798;2793;31;46;4446;37608
Metro,106381,70419,2506,3840,585,25,4612,34670;Metro;106381;70419;2506;3840;585;25;4612;34670
NOSTALJİK TRAMVAY,104,83,2,0,0,0,1,9;NOSTALJİK TRAMVAY;104;83;2;0;0;0;1;9
Seferihisar Mot. Taş. Kooperat,4478,2167,75,164,11,1,253,2530;Seferihisar Mot. Taş. Kooperat;4478;2167;75;164;11;1;253;2530
Teleferik,165,39,5,1,0,0,0,0;Teleferik;165;39;5;1;0;0;0;0
Tramvay Karşıyaka,11043,8089,283,409,73,0,315,4645;Tramvay Karşıyaka;11043;8089;283;409;73;0;315;4645
Tramvay Konak,27359,19357,742,1026,125,8,1246,10510;Tramvay Konak;27359;19357;742;1026;125;8;1246;10510
BİSİM,20,11,0,0,0,0,0,0;BİSİM;20;11;0;0;0;0;0;0
Eshot,169651,110151,1734,7510,301,124,10916,109260;Eshot;169651;110151;1734;7510;301;124;10916;109260
